,word1,word2,prediction
759,egg,lego,-0.8883455991744995
760,egg,nest,-0.5221474766731262
761,egg,white,-0.7896457314491272
762,eight,movement,-0.8948535844683647
763,element,mixture,-0.7324115931987762
764,element,situation,-0.931061677634716
765,elephant,giraffe,-0.45195913314819336
766,emission,gum,-0.97504598274827
767,endeavor,worst,-1.1143587231636047
768,enemy,strike,-0.7784150838851929
769,enforcing,execute,-0.8416777700185776
770,engine,gasoline,-0.7330300807952881
771,engineering,technology,-0.4394015669822693
772,english,french,-0.5552745759487152
773,enhanced,increased,-0.5710234940052032
774,enjoy,suffering,-0.9455915652215481
775,enterprise,industry,-0.6890503764152527
776,entrance,registration,-0.8059616982936859
777,equipment,seat,-0.9470274522900581
778,escalator,railway,-0.8322772085666656
779,escalator,redhead,-0.9243296235799789
780,establishment,establishment,0.0
781,evaluate,forecast,-0.9802533034235239
782,evening,fun,-0.7909341603517532
783,evening,night,-0.285460889339447
784,evening,time,-0.7433287501335144
785,event,influence,-1.0145871797576547
786,evidence,format,-1.0547161921858788
787,evidence,record,-0.8389516770839691
788,evil,worst,-0.8135843276977539
789,evolution,publicity,-1.0400880612432957
790,examination,quiz,-0.7061437964439392
791,executive,organization,-0.7359842658042908
792,exhibit,parade,-0.7688823789358139
793,exhibition,painting,-0.568877786397934
794,exhibition,soup,-1.0170522201806307
795,expect,think,-0.4836847186088562
796,expectation,possibility,-0.7284278273582458
797,expedition,mystery,-0.8761033415794373
798,explosion,stencil,-1.0603804625570774
799,express,mail,-0.6778231859207153
800,extending,increase,-0.7643733471632004
801,extort,school,-1.0612613558769226
802,eye,face,-0.7514164745807648
803,eye,lip,-0.6849797964096069
804,eye,sky,-0.8427202254533768
805,fabric,lace,-0.4951934218406677
806,fabric,sail,-0.8719511181116104
807,face,stop,-0.9023165553808212
808,face,tear,-0.8746839761734009
809,fair,midway,-1.0312230568379164
810,family,town,-0.7651860862970352
811,fantasy,fiction,-0.33026134967803955
812,fantasy,recycling,-1.0199312400072813
813,farm,wind,-0.7699059993028641
814,farmer,individual,-0.9798473995178938
815,fashion,handwriting,-0.9407147355377674
816,fashion,outfit,-0.7337419986724854
817,fauna,toy,-1.0212000347673893
818,fbi,investigation,-0.40690529346466064
819,fear,fear,0.0
820,feather,flamingo,-0.7060505151748657
821,feather,grey,-0.7173552215099335
822,feather,hummingbird,-0.813971146941185
823,feather,mallard,-0.8942987769842148
824,feather,nest,-0.6932892501354218
825,feather,sunflower,-0.7980472594499588
826,feedback,flow,-0.7818444073200226
827,feel,friend,-0.8356395810842514
828,feel,stop,-0.8615380078554153
829,feel,tear,-0.9310825765132904
830,feline,kitten,-0.5796507894992828
831,feline,kitty,-0.7155727446079254
832,feline,nut,-0.846895769238472
833,feline,pumpkin,-0.9752549789845943
834,feline,reptile,-0.634466141462326
835,female,old,-0.8451648354530334
836,female,square,-0.9471080750226974
837,festival,gate,-0.7907852530479431
838,festival,music,-0.5268681943416595
839,fiction,romance,-0.4399219751358032
840,field,handle,-1.0137621453031898
841,field,play,-0.6759036183357239
842,field,science,-0.7360720038414001
843,fighting,resist,-0.7943299412727356
844,filing,formations,-1.0008370964205824
845,filled,filled,0.0
846,find,occurrence,-0.9421644322574139
847,fine,precise,-0.8665772676467896
848,finger,toe,-0.4954580068588257
849,fingerprint,football,-1.0875179767608643
850,fire,flame,-0.639272540807724
851,fish,fishing,-0.4770957827568054
852,fishing,shore,-0.5634088218212128
853,fishing,word,-0.9830969981849194
854,five,month,-0.4799620509147644
855,flame,peacock,-0.8884356692433357
856,flame,reaction,-0.9571769312024117
857,flat,housing,-0.8324266374111176
858,fleet,travel,-0.9057697206735611
859,flight,plane,-0.36737698316574097
860,flight,shoot,-0.9039118960499763
861,flood,flood,0.0
862,flood,line,-1.0147291189059615
863,floor,interior,-0.759003072977066
864,floor,stair,-0.7391572594642639
865,flour,garlic,-0.5922199189662933
866,flower,foliage,-0.5620453357696533
867,flower,garden,-0.5971144139766693
868,flower,lily,-0.5871223509311676
869,flower,petal,-0.5704877078533173
870,flower,spring,-0.7032161951065063
871,flower,yellow,-0.6178073585033417
872,flush,good,-0.9732918106019497
873,flyer,justice,-1.2020011395215988
874,fog,mist,-0.37359708547592163
875,fog,sunny,-0.7064919471740723
876,foliage,fruit,-0.6028537452220917
877,foliage,garden,-0.6715378165245056
878,foliage,moss,-0.7250065505504608
879,foliage,pink,-0.6907301843166351
880,foliage,purple,-0.6010586023330688
881,foliage,violet,-0.7057752311229706
882,followed,tailgate,-1.0860391557216644
883,follower,planet,-0.9711547512561083
884,follower,satellite,-1.0247725956141949
885,food,medium,-0.9951094617135823
886,foot,mural,-0.8445385694503784
887,foot,outdoor,-0.8697501122951508
888,foot,toe,-0.5693669617176056
889,football,justice,-0.9600078426301479
890,footprint,scooter,-0.9113356843590736
891,ford,valley,-0.9977522371336818
892,foreign,nation,-0.7802039384841919
893,forest,frog,-0.7973246425390244
894,forest,ground,-0.8030590116977692
895,format,packaging,-0.8248042017221451
896,formation,perceive,-1.0751104950904846
897,formation,perform,-0.9452245347201824
898,forward,player,-0.6557439267635345
899,forward,position,-0.7159189581871033
900,forward,transport,-0.9325505048036575
901,foundation,support,-0.7301041185855865
902,fountain,marble,-0.5451883971691132
903,free,skin,-0.9731467291712761
904,frost,lily,-0.7731600105762482
905,frost,weather,-0.6840833425521851
906,frozen,shop,-0.9015760347247124
907,frozen,soup,-0.73357093334198
908,fruit,orange,-0.602988988161087
909,fruit,product,-0.7581907361745834
910,fruit,strawberry,-0.5857364535331726
911,fruit,sunflower,-0.6492125689983368
912,fun,haircut,-0.9117766246199608
913,fun,happy,-0.536743551492691
914,fungi,insect,-0.5661080777645111
915,fungi,mushroom,-0.6227011978626251
916,furnish,impress,-0.8336292654275894
917,furnishing,jumper,-1.0029826376121491
918,gallery,journal,-0.9466727711260319
919,gamble,pyramid,-0.8880492895841599
920,game,playoff,-0.5043636560440063
921,garage,kitchen,-0.5443378686904907
922,garage,opener,-0.8533545285463333
923,garbage,lunch,-0.8691749274730682
924,gardens,sink,-0.961344413459301
925,gardens,tend,-0.9379304572939873
926,gas,neon,-0.8501229882240295
927,gas,sewer,-0.7486153244972229
928,gasoline,town,-0.983883760869503
929,gauge,meter,-0.7290968596935272
930,gem,quartz,-0.7414262592792511
931,germany,worst,-0.848725900053978
932,get,regained,-0.9955753586255014
933,get,start,-0.6912721991539001
934,giraffe,mist,-0.9417757950723171
935,giraffe,zebra,-0.38344329595565796
936,giraffe,zoo,-0.6722002625465393
937,girl,sexy,-0.602755606174469
938,glove,wear,-0.8304324150085449
939,goose,outfit,-0.9775259327143431
940,government,immunity,-0.806030735373497
941,governor,office,-0.6773538589477539
942,graduate,graduate,0.0
943,grape,wine,-0.3439178466796875
944,graphic,roof,-0.9937532329931855
945,grass,ski,-0.9305272921919823
946,grass,skull,-0.9802388120442629
947,grass,stop,-0.9409362338483334
948,grave,memorial,-0.7071711421012878
949,grave,santa,-0.9557266011834145
950,grave,shore,-0.9510490074753761
951,graveyard,ruin,-0.83756884932518
952,gray,property,-1.0412367433309555
953,greater,greater,0.0
954,greater,large,-0.7382382154464722
955,green,number,-0.8610720187425613
956,green,yellow,-0.5137983560562134
957,greeting,receptions,-0.7971998900175095
958,grey,pink,-0.5823869407176971
959,grey,rusty,-0.834322139620781
960,grey,white,-0.5828418135643005
961,guardian,livestock,-0.9161653146147728
962,gulf,ms,-0.971173832193017
963,gun,picture,-0.9541919119656086
964,guy,idea,-0.7654885500669479
965,guy,kid,-0.47142165899276733
966,guy,kiss,-0.825920581817627
967,guy,people,-0.8314616978168488
968,guy,poodle,-0.9336172789335251
969,guy,sitting,-0.7463538944721222
970,guy,smile,-0.7982155680656433
971,guy,stand,-0.8507552146911621
972,guy,tear,-0.9725919011980295
973,hail,judge,-1.1074743494391441
974,hair,redhead,-0.7239633202552795
975,hair,stencil,-0.9240702539682388
976,hair,wig,-0.42743951082229614
977,hand,left,-0.5797022879123688
978,handle,shop,-0.9617245011031628
979,handle,terrier,-1.00119375041686
980,hanging,smile,-0.8314374834299088
981,happy,licking,-0.9795233756303787
982,happy,mom,-0.5948817133903503
983,happy,post,-0.9005777463316917
984,happy,sleep,-0.7702573090791702
985,happy,stand,-0.8488671630620956
986,happy,stop,-0.8811031505465508
987,happy,time,-0.7442076504230499
988,harbor,sea,-0.6408206522464752
989,harbor,sunk,-0.6029689908027649
990,harbour,ship,-0.6207278668880463
991,harbour,shore,-0.5544897019863129
992,hard,zoo,-1.0672834739089012
993,hat,jacket,-0.5210006237030029
994,hat,jean,-0.9805206377059221
995,hat,peel,-0.9153142347931862
996,hat,role,-0.9857322555035353
997,health,welfare,-0.4973476529121399
998,heart,wing,-1.0412865616381168
999,heater,stove,-0.41327232122421265
1000,heel,stack,-0.8398495763540268
1001,held,nest,-1.0036577756982297
1002,helix,spiral,-0.6129232048988342
1003,highway,road,-0.31105393171310425
1004,hill,horizon,-0.954339575022459
1005,hill,mountain,-0.5149114429950714
1006,hill,scenery,-0.8902784138917923
1007,history,recital,-0.9877724274992943
1008,hit,tourist,-0.7507837414741516
1009,hockey,ice,-0.44042861461639404
1010,hockey,play,-0.6166583001613617
1011,holiday,travel,-0.6613567173480988
1012,home,smoking,-1.0304233059287071
1013,honest,sincere,-0.47950369119644165
1014,hood,protection,-0.9869237709790468
1015,hope,psychology,-1.005965550430119
1016,horizon,sky,-0.5420978963375092
1017,horizontal,surface,-0.6250259578227997
1018,hostility,war,-0.7806909382343292
1019,hot,hot,0.0
1020,hot,sunny,-0.6905990540981293
1021,hotel,kill,-0.889015443623066
1022,hotel,library,-0.8035447150468826
1023,hotel,oak,-0.9157126396894455
1024,house,staircase,-0.8324752300977707
1025,house,windmill,-0.8740934133529663
1026,housing,vault,-1.0022162145469338
1027,hummingbird,rodent,-0.7020024657249451
1028,husky,painting,-1.0747702345252037
1029,image,visualize,-0.8348296731710434
1030,impressive,striking,-0.7632476836442947
1031,industrial,lake,-0.9645256586372852
1032,information,target,-0.8890429511666298
1033,infrastructure,structure,-0.6999006867408752
1034,initial,letter,-0.8196912854909897
1035,injury,wrong,-0.9424820765852928
1036,ink,liquid,-0.677253931760788
1037,ink,organ,-1.0453153401613235
1038,insect,lizard,-0.6886193156242371
1039,installation,zoo,-0.892145462334156
1040,instruction,lesson,-0.6197868883609772
1041,interest,lien,-0.9104732498526573
1042,interior,object,-0.9467941075563431
1043,interior,paint,-0.7975645810365677
1044,interior,roof,-0.7311142086982727
1045,interior,staircase,-0.7508738487958908
1046,interior,tall,-0.9203469827771187
1047,interpretation,twist,-0.8551508635282516
1048,intrigue,romance,-0.6061327457427979
1049,inventory,listing,-0.7138248980045319
1050,invite,requests,-0.7234547436237335
1051,ipod,rope,-0.9758397005498409
1052,iron,robust,-1.0001443761284463
1053,israel,israeli,-0.18469691276550293
1054,israel,terror,-0.6710769534111023
1055,issue,up,-0.864941731095314
1056,ivy,oak,-0.6487543880939484
1057,jaguar,storm,-0.9328540489077568
1058,jamaica,queens,-0.6639275252819061
1059,jazz,play,-0.7926434576511383
1060,jean,shirt,-0.8940042704343796
1061,jean,washing,-1.043126255273819
1062,jellyfish,punk,-0.9117793142795563
1063,jellyfish,texture,-0.8836319372057915
1064,joke,message,-0.7970251739025116
1065,journal,writing,-0.6896677017211914
1066,judgment,sense,-0.7042151093482971
1067,jump,stitch,-0.9057062491774559
1068,jump,uniform,-1.0609333738684654
1069,jury,school,-0.9463196322321892
1070,justice,official,-0.7988999038934708
1071,juvenile,rope,-1.011836614459753
1072,key,misty,-1.0250482987612486
1073,key,motor,-0.9581774808466434
1074,keyboard,soldier,-1.0355883836746216
1075,kidnapped,shanghai,-1.0108019625768065
1076,kill,sacrifice,-0.8575931191444397
1077,kill,shot,-0.7257099151611328
1078,kind,soft,-0.8337405174970627
1079,kiss,rusty,-0.9909121543169022
1080,kitchen,sleep,-0.7059973478317261
1081,kitchen,stair,-0.822256863117218
1082,kitchen,washing,-0.6050994992256165
1083,kitten,kitty,-0.6921802461147308
1084,knock,tap,-0.9513652808964252
1085,lad,wizard,-0.7760024517774582
1086,lady,sexy,-0.7761359214782715
1087,lake,scenery,-0.8055315166711807
1088,lake,town,-0.6991855204105377
1089,lamb,lantern,-0.9048392251133919
1090,lamb,number,-1.0694973170757294
1091,lamb,snow,-0.9293225333094597
1092,landscape,mountain,-0.7290217578411102
1093,landscape,stadium,-0.978279335424304
1094,lantern,oak,-0.8976054266095161
1095,lapse,suspension,-0.8597492873668671
1096,last,last,0.0
1097,last,senior,-0.7703597694635391
1098,laundering,machine,-0.8828864246606827
1099,law,mosaic,-0.9233780205249786
1100,lawn,sleep,-0.8161569684743881
1101,layer,region,-0.9262102097272873
1102,leaf,nature,-1.0320649854838848
1103,lean,rest,-0.8682226836681366
1104,leap,second,-0.8564921319484711
1105,learned,learned,0.0
1106,leather,pouch,-0.6365242004394531
1107,leather,sunshine,-1.067756250500679
1108,leave,pass,-0.8602984547615051
1109,left,morning,-0.7963335663080215
1110,left,walk,-0.8888442665338516
1111,lego,rodent,-0.9354287534952164
1112,lever,machine,-0.7346174716949463
1113,lever,open,-0.9754271246492863
1114,licking,marble,-0.8937471807003021
1115,licking,pier,-1.047610767185688
1116,licking,puppy,-0.7558297663927078
1117,licking,rusty,-0.9161252155900002
1118,licking,sitting,-0.8860020264983177
1119,lie,line,-0.9355254247784615
1120,lie,sun,-0.8612385392189026
1121,light,shadow,-0.7254913747310638
1122,light,sleep,-0.8371313959360123
1123,light,sunlight,-0.5198435485363007
1124,lighthouse,wall,-0.9113965108990669
1125,lighting,man,-1.0067715807817876
1126,lighting,stone,-0.8709247559309006
1127,lily,plant,-0.8023593127727509
1128,lily,purple,-0.736623227596283
1129,lily,tulip,-0.6232489943504333
1130,limb,limb,0.0
1131,line,street,-0.7676703333854675
1132,lion,square,-0.8965148776769638
1133,list,position,-0.8850260600447655
1134,list,post,-0.8498353362083435
1135,list,shopping,-0.8728423416614532
1136,listing,organization,-0.8809510990977287
1137,live,stitch,-0.9845294179394841
1138,location,space,-0.7888957113027573
1139,lock,mannequin,-0.9845308363437653
1140,looking,sightseeing,-0.978215754032135
1141,loss,reducing,-0.7587388306856155
1142,love,romance,-0.46644026041030884
1143,lower,sustain,-0.8907203301787376
1144,lunch,morning,-0.5828256905078888
1145,lunch,sunny,-0.9064336568117142
1146,machine,pond,-1.0358930975198746
1147,machine,sketch,-1.0212288480252028
1148,machine,washing,-0.6649849116802216
1149,magnitude,size,-0.7266647517681122
1150,magnolia,maple,-0.6367709338665009
1151,maker,manufacturer,-0.20684868097305298
1152,makeup,people,-0.8624036461114883
1153,male,man,-0.7580287754535675
1154,manufacture,up,-0.9572411552071571
1155,map,sewing,-0.9761914238333702
1156,map,video,-0.9026681333780289
1157,maple,oak,-0.4842226505279541
1158,marble,postcard,-0.8964339643716812
1159,marble,sing,-0.9654155299067497
1160,market,shop,-0.723394125699997
1161,market,sweeten,-0.9640354476869106
1162,mars,water,-0.850241094827652
1163,mask,roof,-0.851856529712677
1164,match,matchstick,-1.0023282824549824
1165,match,play,-0.4880121350288391
1166,matter,text,-0.9014602154493332
1167,mayor,villa,-0.8328801095485687
1168,meal,rice,-0.7384559512138367
1169,means,tool,-0.7528945654630661
1170,measure,twist,-0.9664845652878284
1171,meat,moon,-0.9889336144551635
1172,meat,potato,-0.574867308139801
1173,meat,soup,-0.5992340445518494
1174,medium,organization,-0.9568800516426563
1175,melody,music,-0.5745770037174225
1176,memorial,rope,-1.003863750724122
1177,memory,operation,-0.9740966595709324
1178,metro,rail,-0.5059643685817719
1179,metro,train,-0.5926614999771118
1180,military,reflection,-0.9403210505843163
1181,military,wasp,-0.9346132576465607
1182,mill,wild,-0.9672132320702076
1183,mill,windmill,-0.4732096195220947
1184,miniature,paint,-0.7398975491523743
1185,miniature,painting,-0.6419942378997803
1186,minister,work,-0.8986937701702118
1187,mirror,raspberry,-1.0015750519232824
1188,mist,sky,-0.6039694845676422
1189,mist,sunny,-0.7119303047657013
1190,misty,sky,-0.6843442022800446
1191,misty,snow,-0.7111966609954834
1192,misty,sunny,-0.6307637095451355
1193,misty,sunrise,-0.8202550858259201
1194,misty,sunshine,-0.6828136444091797
1195,model,toe,-1.1016069948673248
1196,mole,spy,-0.7695264667272568
1197,moment,thief,-1.0177993327379227
1198,money,pile,-0.7970239073038101
1199,money,quota,-0.9087727591395378
1200,monster,rock,-0.8363471627235413
1201,month,year,-0.25907695293426514
1202,moon,mushroom,-0.8743288367986679
1203,morning,sunrise,-0.7003774642944336
1204,morning,sunshine,-0.7648441046476364
1205,mortal,mother,-0.8938307017087936
1206,moss,plant,-0.8682291954755783
1207,mother,mother,0.0
1208,mother,mother-in-law,-0.4990689754486084
1209,mother,pregnant,-0.4444643259048462
1210,mother,yeast,-0.9279603734612465
1211,motion,step,-0.7597705721855164
1212,motto,volunteer,-0.7705881744623184
1213,mouth,tongue,-0.4554139971733093
1214,move,shifting,-0.813432514667511
1215,move,spread,-0.842962309718132
1216,move,swell,-0.8642474114894867
1217,mozart,wagner,-0.5182357728481293
1218,museum,swim,-0.9494196586310863
1219,music,musician,-0.48052549362182617
1220,music,print,-0.8149367421865463
1221,music,track,-0.7992116510868073
1222,musical,solo,-0.6133995354175568
1223,nail,rusty,-0.6486357748508453
1224,nation,spanish,-0.8507842272520065
1225,native,rhodes,-0.9387908317148685
1226,necklace,snow,-1.0159667506814003
1227,nest,wasp,-0.6593841016292572
1228,noodle,pigeon,-0.8088608682155609
1229,novel,story,-0.4417794346809387
1230,nude,painting,-0.6396949291229248
1231,nurse,nurse,0.0
1232,nut,sunflower,-0.6615229249000549
1233,observation,radio,-0.8809510916471481
1234,observe,violating,-0.7594346106052399
1235,obvious,plain,-0.8115010261535645
1236,obvious,room,-0.9628580436110497
1237,occasion,second,-0.7873278558254242
1238,occupation,place,-0.9168993160128593
1239,ocean,pacific,-0.457622766494751
1240,ocean,underwater,-0.6316039562225342
1241,ocean,water,-0.5926920771598816
1242,old,race,-0.8553374409675598
1243,old,seat,-0.9293467923998833
1244,operation,operation,0.0
1245,opinion,sentiment,-0.6508680284023285
1246,orange,peel,-0.6200208365917206
1247,orange,raspberry,-0.6531168520450592
1248,orange,shop,-0.9039720147848129
1249,origami,stadium,-1.0889810770750046
1250,origin,root,-0.8395077735185623
1251,out,sent,-0.6226912140846252
1252,outdoor,pool,-0.6157432496547699
1253,outdoor,swimming,-0.5537401437759399
1254,outfit,sign,-0.9231864511966705
1255,outfit,sock,-0.7205305993556976
1256,overflow,sewer,-0.6373337209224701
1257,pain,suffering,-0.36588817834854126
1258,paint,picture,-0.681738555431366
1259,paint,portrait,-0.5857968926429749
1260,painting,sculpture,-0.33001595735549927
1261,palace,ruin,-0.8415901064872742
1262,panorama,scenery,-0.7009879648685455
1263,panorama,view,-0.621993213891983
1264,panorama,zoo,-0.8426956981420517
1265,paper,railway,-0.9200085401535034
1266,paper,vine,-0.9557953104376793
1267,papers,security,-0.8927788212895393
1268,park,parking,-0.6182455122470856
1269,part,relation,-0.9343733862042427
1270,party,seat,-0.7065077722072601
1271,pass,ticket,-0.9383568949997425
1272,pass,topping,-0.9723744690418243
1273,passage,quotation,-0.8752661123871803
1274,passing,passing,0.0
1275,path,star,-0.9542325884103775
1276,patio,sleep,-0.8315453380346298
1277,patio,stair,-0.7497223913669586
1278,patio,staircase,-0.6378318667411804
1279,patio,woman,-0.9700908716768026
1280,pavilion,terrace,-0.6233090758323669
1281,paw,theatre,-0.9414281435310841
1282,peel,skin,-0.7514006197452545
1283,pennsylvania,writer,-0.9086323902010918
1284,people,wounded,-0.6685867011547089
1285,pepper,potato,-0.661656528711319
1286,pepper,tomato,-0.44375503063201904
1287,person,tiger,-1.005887232720852
1288,personnel,police,-0.6763899624347687
1289,persuasion,weapon,-0.873104453086853
1290,petal,shade,-0.8301117420196533
1291,photo,photography,-0.49078333377838135
1292,photograph,still,-0.9010278806090355
1293,photographer,portrait,-0.6248845160007477
1294,photographer,wedding,-0.8161614835262299
1295,piano,wolf,-0.8929095417261124
1296,pigeon,round,-0.9558922052383423
1297,pillow,stone,-0.8424926251173019
1298,pink,skirt,-0.6622178852558136
1299,pink,white,-0.5011259913444519
1300,place,place,0.0
1301,place,siphon,-1.0356171987950802
1302,plain,report,-1.0753749534487724
1303,plant,seed,-0.7447783350944519
1304,plant,skate,-0.9963637911714613
1305,play,rail,-1.004500726237893
1306,play,sign,-0.8757447525858879
1307,play,thousand,-1.075808897614479
1308,player,slave,-0.8875706866383553
1309,pledge,promise,-0.31123459339141846
1310,plot,strategy,-0.8168950080871582
1311,point,second,-0.6723624467849731
1312,point,spot,-0.7693322151899338
1313,point,tennis,-1.130379855632782
1314,point,trouble,-0.8862988278269768
1315,poll,poll,0.0
1316,pond,water,-0.5734359920024872
1317,poodle,puppy,-0.5448826551437378
1318,poodle,terrier,-0.4759818911552429
1319,pool,relax,-0.7480543851852417
1320,porch,roof,-0.43197882175445557
1321,porch,scooter,-0.9531628116965294
1322,porch,staircase,-0.5072548091411591
1323,portrait,underground,-0.9628020711243153
1324,potato,rice,-0.6312611401081085
1325,president,president,0.0
1326,price,price,0.0
1327,principle,principle,0.0
1328,privilege,rich,-0.8437521755695343
1329,production,production,0.0
1330,profiling,racism,-0.653375506401062
1331,protection,roof,-0.8536647260189056
1332,protest,tile,-1.074250191450119
1333,publish,show,-0.9297602251172066
1334,pug,puppy,-0.5286235511302948
1335,punk,vinyl,-0.7267274856567383
1336,puppy,skyline,-0.9423058442771435
1337,purple,violet,-0.47740936279296875
1338,pyramid,speculation,-1.0533075332641602
1339,quality,romance,-1.0500416494905949
1340,queen,queen,0.0
1341,race,racing,-0.46190571784973145
1342,race,square,-0.9872966762632132
1343,radical,role,-0.8887252658605576
1344,rail,train,-0.37210845947265625
1345,railroad,underground,-0.6868232488632202
1346,railway,station,-0.4549432396888733
1347,rain,wet,-0.5095029771327972
1348,raise,shoulders,-0.9260489046573639
1349,raising,upbringing,-0.9061181992292404
1350,raspberry,sweet,-0.7289943993091583
1351,read,reading,-0.330175518989563
1352,rebel,soldier,-0.6915682256221771
1353,rebel,young,-0.9226502999663353
1354,recognize,succeed,-0.8860144019126892
1355,record,score,-0.6052831709384918
1356,record,write,-0.9348364323377609
1357,red,shade,-0.7605232298374176
1358,red,stripe,-0.6537575125694275
1359,redhead,rusty,-0.835380807518959
1360,relax,sitting,-0.7664774507284164
1361,relief,total,-0.8356705456972122
1362,religion,remedy,-0.9097445532679558
1363,religion,trinity,-0.8488242030143738
1364,report,study,-0.5510016977787018
1365,reptile,vacation,-1.0066467528231442
1366,reservation,reservation,0.0
1367,resistance,resistance,0.0
1368,reverse,reverse,0.0
1369,rice,yellow,-0.8706383258104324
1370,ripple,shadow,-0.8880590200424194
1371,ripple,wave,-0.7008778154850006
1372,river,valley,-0.4128780961036682
1373,river,waterfall,-0.5778084695339203
1374,robbery,rolling,-1.0502531416714191
1375,rod,rod,0.0
1376,role,title,-0.8321723788976669
1377,rolling,sound,-0.8208900690078735
1378,room,sitting,-0.49469149112701416
1379,root,stem,-0.6242766082286835
1380,rope,shore,-0.8294379860162735
1381,rose,rose,0.0
1382,round,shape,-0.8444029539823532
1383,row,terrace,-0.8207407295703888
1384,rub,wipe,-0.6268909275531769
1385,ruin,stone,-0.8186030685901642
1386,ruin,town,-0.858773946762085
1387,running,sprint,-0.8342263400554657
1388,rusty,shade,-0.8747889846563339
1389,rusty,stand,-0.9160667061805725
1390,saddle,soap,-0.8615319281816483
1391,sail,sheet,-0.8951204419136047
1392,sailing,sunk,-0.6342861950397491
1393,sake,shade,-0.9153429940342903
1394,satellite,solar,-0.646886944770813
1395,scenery,trail,-0.8319111317396164
1396,school,welsh,-0.8676516860723495
1397,sea,shore,-0.5584465265274048
1398,sea,submarine,-0.592645138502121
1399,sea,water,-0.5590158998966217
1400,season,winter,-0.5414256155490875
1401,seize,take,-0.6221705377101898
1402,series,string,-0.7374347746372223
1403,sex,sex,0.0
1404,sexy,smile,-0.8087866306304932
1405,shade,tree,-0.565663069486618
1406,shade,whale,-0.9980719650629908
1407,shadow,sunlight,-0.8140953332185745
1408,shape,square,-0.78902368247509
1409,sheet,sheet,0.0
1410,shining,work,-0.9703815579414368
1411,ship,spouse,-1.0425072759389877
1412,shirt,tiger,-0.8459610491991043
1413,shopping,store,-0.5279247760772705
1414,shore,swim,-0.6909417808055878
1415,shore,town,-0.7805548012256622
1416,shore,valley,-0.8140064477920532
1417,short,trading,-0.8544894754886627
1418,sight,vision,-0.6555272340774536
1419,sign,sign,0.0
1420,silence,still,-0.9136800020933151
1421,single,sole,-0.7051197290420532
1422,sitting,sleep,-0.6855132579803467
1423,situation,things,-0.6480063796043396
1424,skate,vehicle,-1.011081025004387
1425,skating,sticker,-1.086619846522808
1426,skin,skin,0.0
1427,sky,sunlight,-0.6575846076011658
1428,skyline,view,-0.7153368592262268
1429,slash,stroke,-0.9540425948798656
1430,slave,worker,-0.8050531893968582
1431,sleeping,waking,-0.5450233817100525
1432,small,valley,-0.81195168197155
1433,small,village,-0.687626838684082
1434,smile,time,-1.0086727496236563
1435,smile,view,-0.9468155950307846
1436,smile,walk,-0.7953394204378128
1437,smoking,sunny,-0.8997245132923126
1438,snap,touch,-0.7860722541809082
1439,sock,stocking,-0.7340968251228333
1440,solstice,summer,-0.6159458458423615
1441,song,vocal,-0.6490673422813416
1442,speech,word,-0.7623536735773087
1443,spin,sweat,-1.0079750204458833
1444,spiral,staircase,-0.52681764960289
1445,spread,spread,0.0
1446,square,town,-0.7027273178100586
1447,stamp,weave,-1.0178025029599667
1448,stand,tear,-0.9114598110318184
1449,stand,walk,-0.716150164604187
1450,star,star,0.0
1451,star,storm,-0.9158019572496414
1452,steel,wing,-0.898041620850563
1453,step,travel,-0.9438537694513798
1454,step,walk,-0.7474458813667297
1455,step,wind,-1.0111145367845893
1456,sticker,track,-1.0484697185456753
1457,stock,stock,0.0
1458,storm,thunderstorm,-0.4826323986053467
1459,straight,stretch,-0.6316406428813934
1460,strains,trouble,-0.8797354772686958
1461,stream,waterfall,-0.5913683176040649
1462,stripe,train,-0.9873618828132749
1463,stripe,violet,-0.673505038022995
1464,subway,underground,-0.5730759799480438
1465,subway,valentine,-0.9045997112989426
1466,sun,sun,0.0
1467,sun,sunburst,-0.9331960827112198
1468,sun,sunlight,-0.5674658715724945
1469,sun,sunshine,-0.6313801109790802
1470,sunlight,thriller,-1.013434013351798
1471,sunny,weather,-0.47568368911743164
1472,sunny,wet,-0.5812012553215027
1473,sunshine,weather,-0.6776996552944183
1474,support,trace,-1.0011945485603064
1475,surface,territory,-0.8804577738046646
1476,surfer,wave,-0.7186967730522156
1477,tall,wool,-0.8858931213617325
1478,tenure,term,-0.6296932399272919
1479,thing,thing,0.0
1480,ticket,writing,-1.0119383428245783
1481,tops,tops,0.0
1482,touch,upset,-0.9615190513432026
1483,tour,travel,-0.7286175489425659
1484,traffic,traffic,0.0
1485,train,train,0.0
1486,travel,travel,0.0
1487,travel,wandering,-0.846567377448082
1488,tunnel,underground,-0.5407256186008453
1489,type,write,-0.9107201248407364
1490,valley,village,-0.6069610714912415
1491,van,vine,-0.9487392753362656
1492,violet,white,-0.6435575187206268
1493,violet,yellow,-0.6270177066326141
1494,washer,worker,-0.8941574916243553
1495,water,water,0.0
1496,ways,ways,0.0
1497,weather,winter,-0.4896027445793152
1498,wednesday,weekday,-0.8643803000450134
1499,word,word,0.0
